Solanum,Accession,Longitude,Latitude
S. lycopersicum,LA2140A,-78.1625,-2.53889
S. lycopersicum,LA2140B,-78.16667,-2.53333
S. lycopersicum,LA2140C,-78.16667,-2.53333
S. lycopersicum,LA2141,-78.16,-2.39
S. habrochaites,LA2144,-78.9825,-2.29
S. lycopersicum,LA2248,-77.08333,-6.14167
S. lycopersicum,LA2136,-78.22389,-3.00556
S. lycopersicum,LA2121,-78.88639,-3.84389
S. pimpinellifolium,LA2146,-79.41611,-7.30194
S. pimpinellifolium,LA2111,-79.39028,-3.96167
S. pimpinellifolium,LA2112,-79.43333,-3.95
S. neorickii,LA2113,-79.29,-4
S. habrochaites,LA2114,-79.225,-3.93333
S. habrochaites,LA2115,-79.21194,-3.84139
S. habrochaites,LA2116,-79.2375,-3.82833
S. ochranthum,LA2117,-79.28333,-3.63333
S. ochranthum,LA2118,-79.25,-3.75
S. lycopersicum,LA2126D,-78.69722,-3.93056
S. juglandifolium,LA2120,-79.05,-3.96667
S. lycopersicum,LA2126C,-78.69722,-3.93056
S. lycopersicum,LA2122A,-78.88639,-3.84389
S. lycopersicum,LA2122B,-78.88639,-3.84389
S. lycopersicum,LA2122C,-78.88639,-3.84389
S. lycopersicum,LA2122D,-78.88639,-3.84389
S. lycopersicum,LA2123A,-78.84972,-3.91083
S. lycopersicum,LA2123B,-78.84972,-3.91083
S. habrochaites,LA2124,-78.86306,-3.99056
S. lycopersicum,LA2125,-78.67889,-3.93361
S. lycopersicum,LA2126A,-78.69722,-3.93056
S. habrochaites,LA2109,-79.17639,-4.36889
S. habrochaites,LA2119,-79.23806,-3.62222
S. lycopersicum,LA2402,-48.55,-27.6
S. pimpinellifolium,LA2389,-79.13333,-7.25
S. lycopersicum,LA2667,-69.07472,-14.1825
S. pimpinellifolium,LA2839,-78.06667,-5.925
S. pimpinellifolium,LA2840,-78.5,-5.65
S. lycopersicum,LA2841,-78.68333,-5.75
S. lycopersicum,LA2842,-76.91667,-6.1
S. lycopersicum,LA2843,-76.96667,-6.03333
S. lycopersicum,LA2844,-76.59167,-6.40833
S. lycopersicum,LA2845,-76.96667,-6.03333
S. lycopersicum,LA2665,-69.14722,-14.2175
S. pimpinellifolium,LA2401,-78.22778,-9.50833
S. lycopersicum,LA2664,-69.17028,-14.25833
S. neorickii,LA2403,-76.175,-10.16667
S. chilense,LA2404,-69.66667,-18.71667
S. chilense,LA2405,-69.5,-18.58333
S. chilense,LA2406,-69.76667,-18.45
S. lycopersicoides,LA2407,-69.76667,-18.43333
S. lycopersicoides,LA2408,-69.55,-18.2
S. habrochaites,LA2409,-75.8075,-12.28944
S. habrochaites,LA2410,-78.8,-7.41667
S. lycopersicum,LA2411,-69.16667,-14.25
S. habrochaites,LA2846,-77.9,-5.76667
S. pimpinellifolium,LA2649,-80.16667,-5.575
S. lycopersicum,LA2246,-77.08333,-6.14167
S. pimpinellifolium,LA2391,-79.14167,-7.225
S. lycopersicum,LA2393,-85.36667,9.98333
S. lycopersicum,LA2394,-85.43333,10.01667
S. lycopersicum,LA2395,-89.16667,13.86667
S. lycopersicum,LA2640,-72.90833,-13.64167
S. lycopersicum,LA2642,-72.90833,-13.64167
S. pimpinellifolium,LA2645,-80.18333,-5.16667
S. pimpinellifolium,LA2646,-79.8,-5.05
S. lycopersicum,LA2666,-69.14722,-14.2175
S. habrochaites,LA2648,-79.87417,-5.02611
S. pimpinellifolium,LA2534,-79.75,-6.725
S. habrochaites,LA2650,-79.95,-4.63
S. habrochaites,LA2651,-79.86667,-4.7
S. pimpinellifolium,LA2653,-80.58333,-4.75
S. pennellii,LA2654,-81.1675,-5.12917
S. pimpinellifolium,LA2655,-80.825,-4.90833
S. pimpinellifolium,LA2656,-80.7,-3.8
S. pennellii,LA2657,-81.01667,-5.83333
S. pimpinellifolium,LA2659,-80.625,-5.21667
S. chmielewskii,LA2663,-71.99417,-13.69556
S. pimpinellifolium,LA2647,-79.98333,-5.175
S. neorickii,LA2613,-76.15,-10.25833
S. arcanum,LA2566,-77.01667,-9.3
S. habrochaites,LA2567,-77.7,-9.55
S. habrochaites,LA2568,-77.71667,-9.55
S. habrochaites,LA2569,-77.73333,-9.55
S. habrochaites,LA2574,-77.8,-9.53333
S. huaylasense,LA2575,-77.83333,-9.54167
S. pimpinellifolium,LA2576,-77.89167,-9.55
S. pimpinellifolium,LA2578,-77.925,-9.525
S. pennellii,LA2580,-78.00833,-9.51667
S. pimpinellifolium,LA2412,-76.71667,-12.48333
S. arcanum,LA2582,-78.5,-7.3
S. huaylasense,LA2562,-77.85,-8.80833
S. neorickii,LA2615,-76.20833,-10.10833
S. lycopersicum,LA2616,-75.98333,-9.23333
S. lycopersicum,LA2622,-74.53444,-8.32667
S. lycopersicum,LA2623,-74.50222,-8.44472
S. lycopersicum,LA2624,-72.43333,-13.1
S. lycopersicum,LA2626,-72.71667,-12.86667
S. lycopersicum,LA2630,-72.61667,-12.76667
S. lycopersicum,LA2632,-72.65,-12.95
S. chilense,LA1958,-71.25,-17.25
S. peruvianum,LA2581,-70.18333,-18.8
S. pimpinellifolium,LA2546,-79.08333,-7.25833
S. arcanum,LA2388,-78.9,-6.46667
S. pimpinellifolium,LA2535,-79.64167,-6.74167
S. pimpinellifolium,LA2536,-79.59167,-6.74167
S. pimpinellifolium,LA2537,-79.43333,-6.66667
S. pimpinellifolium,LA2538,-79.43333,-6.66667
S. pimpinellifolium,LA2539,-79.46667,-6.69167
S. pimpinellifolium,LA2540,-79.54167,-6.74167
S. habrochaites,LA2541,-79.5448,-5.9254
S. pimpinellifolium,LA2543,-79.46667,-7.31667
S. peruvianum,LA2564,-77.83333,-8.96667
S. pimpinellifolium,LA2545,-79.13333,-7.25
S. huaylasense,LA2563,-77.85,-8.80833
S. pimpinellifolium,LA2547,-79.01667,-7.18333
S. arcanum,LA2548,-78.78694,-7.21639
S. pimpinellifolium,LA2549,-78.78694,-7.21639
S. arcanum,LA2550,-78.58333,-7.28333
S. arcanum,LA2553,-78.16667,-7.33333
S. peruvianum,LA2558,-78.63333,-8
S. pennellii,LA2559,-78.36861,-8.68722
S. pennellii,LA2560,-78.30778,-8.66667
S. huaylasense,LA2561,-77.86667,-8.81667
S. pimpinellifolium,LA2533,-77.36,-11.3
S. pimpinellifolium,LA2544,-79.33333,-7.3
S. lycopersicum,LA2279,-76.65,-6.35
S. pimpinellifolium,LA2390,-79.14167,-7.23333
S. lycopersicum,LA2269,-76.68333,-6.32222
S. lycopersicum,LA2270,-76.725,-6.20833
S. lycopersicum,LA2271,-76.725,-6.20833
S. lycopersicum,LA2272,-76.725,-6.20833
S. lycopersicum,LA2273,-76.725,-6.20833
S. lycopersicum,LA2274,-76.725,-6.20833
S. lycopersicum,LA2275,-76.725,-6.20833
S. lycopersicum,LA2276,-76.725,-6.20833
S. lycopersicum,LA2267,-76.83333,-6.18333
S. lycopersicum,LA2278,-76.63417,-6.38972
S. lycopersicum,LA2266,-76.83333,-6.18333
S. lycopersicum,LA2280,-76.65,-6.35
S. lycopersicum,LA2281,-76.65,-6.35
S. lycopersicum,LA2282,-76.65,-6.35
S. lycopersicum,LA2283,-76.36,-6.48778
S. lycopersicum,LA2284,-76.36556,-6.50139
S. lycopersicum,LA2285,-76.36556,-6.50139
S. lycopersicum,LA2286,-76.36556,-6.50139
S. lycopersicum,LA2287,-76.36556,-6.50139
S. lycopersicum,LA2288,-76.36556,-6.50139
S. lycopersicum,LA2277,-76.725,-6.20833
S. lycopersicum,LA2259A,-76.97472,-6.03472
S. lycopersicum,LA2634,-72.53944,-13.00639
S. lycopersicum,LA2249,-77.08333,-6.14167
S. lycopersicum,LA2250,-77.08333,-6.14167
S. lycopersicum,LA2251,-77.08333,-6.14167
S. lycopersicum,LA2252,-77.08333,-6.14167
S. lycopersicum,LA2253,-77.08333,-6.14167
S. lycopersicum,LA2254,-76.96444,-6.02417
S. lycopersicum,LA2255,-76.96667,-6.03333
S. lycopersicum,LA2256,-76.96667,-6.03333
S. lycopersicum,LA2268,-76.83333,-6.18333
S. lycopersicum,LA2258,-77.01278,-5.96889
S. lycopersicum,LA2291,-76.36556,-6.50139
S. lycopersicum,LA2259B,-76.96667,-6.05
S. lycopersicum,LA2259C,-76.96667,-6.05
S. lycopersicum,LA2259D,-76.96667,-6.05
S. lycopersicum,LA2260,-76.81917,-6.22278
S. lycopersicum,LA2261,-76.85,-6.21667
S. lycopersicum,LA2262,-76.85,-6.21667
S. lycopersicum,LA2263,-76.85,-6.21667
S. lycopersicum,LA2264,-76.85,-6.21667
S. lycopersicum,LA2265,-76.77333,-6.27167
S. lycopersicum,LA2257,-76.97639,-6.03056
S. arcanum,LA2326,-77.97861,-6.84889
S. neorickii,LA2315,-77.9,-6.36667
S. lycopersicum,LA2316,-77.9,-6.36667
S. neorickii,LA2317,-77.86667,-6.4
S. neorickii,LA2318,-77.83333,-6.46667
S. neorickii,LA2319,-77.79806,-6.65806
S. ochranthum,LA2320,-77.79806,-6.65806
S. habrochaites,LA2321,-77.89167,-6.38333
S. habrochaites,LA2322,-77.79861,-6.68639
S. ochranthum,LA2323,-77.7975,-6.7
S. lycopersicum,LA2289,-76.36556,-6.50139
S. neorickii,LA2325,-77.95389,-6.84111
S. lycopersicum,LA2312,-77.78333,-5.90833
S. arcanum,LA2327,-78.10833,-7.45833
S. arcanum,LA2328,-77.71278,-7.82028
S. lycopersicum,LA2381,-79.21667,-4
S. lycopersicum,LA2382,-79.21667,-4
S. lycopersicum,LA2383,-79.21667,-4
S. lycopersicum,LA2384,-79.21667,-4
S. lycopersicoides,LA2385,-69.93333,-17.76667
S. lycopersicoides,LA2386,-69.93333,-17.76667
S. lycopersicoides,LA2387,-70.31667,-17.36667
S. habrochaites,LA2324,-77.7975,-6.7
S. lycopersicum,LA2302,-76.36556,-6.50139
S. lycopersicum,LA2247,-77.08333,-6.14167
S. lycopersicum,LA2292,-76.36556,-6.50139
S. lycopersicum,LA2293,-76.36556,-6.50139
S. lycopersicum,LA2294,-76.36556,-6.50139
S. lycopersicum,LA2295,-76.36556,-6.50139
S. lycopersicum,LA2296,-76.36556,-6.50139
S. lycopersicum,LA2297,-76.36556,-6.50139
S. lycopersicum,LA2298,-76.36556,-6.50139
S. lycopersicum,LA2299,-76.36556,-6.50139
S. habrochaites,LA2314,-77.86667,-6.41667
S. lycopersicum,LA2301,-76.36556,-6.50139
S. lycopersicum,LA2313,-77.78333,-5.90833
S. lycopersicum,LA2303,-76.36556,-6.50139
S. lycopersicum,LA2304,-76.36556,-6.50139
S. lycopersicum,LA2305,-76.36556,-6.50139
S. lycopersicum,LA2306,-76.36556,-6.50139
S. lycopersicum,LA2307,-76.36556,-6.50139
S. lycopersicum,LA2308,-76.33333,-6.73333
S. lycopersicum,LA2309,-76.375,-6.825
S. lycopersicum,LA2310,-76.375,-6.825
S. lycopersicum,LA2311,-76.375,-6.825
S. lycopersicum,LA2290,-76.36556,-6.50139
S. lycopersicum,LA2300,-76.36556,-6.50139
